"Sale_Price","Gr_Liv_Area","Mas_Vnr_Area","Age_Remodel","Bedroom_AbvGr","Total_Bsmt_SF","Garage_Cars","Full_Bath","Fireplaces","Bldg_Type"
183000,1633,0,10,3,932,2,2,1,"OneFam"
188000,1658,0,12,3,773,2,2,1,"OneFam"
194500,1895,0,12,3,712,2,2,1,"OneFam"
185000,1709,194,17,3,836,2,2,0,"OneFam"
189000,1228,0,19,2,1228,2,2,1,"TwnhsE"
188500,1337,0,19,2,1337,2,2,1,"TwnhsE"
355000,2500,130,3,5,1168,3,3,1,"OneFam"
325000,2504,245,1,4,1122,3,2,1,"OneFam"
387000,1884,296,4,2,1884,3,2,1,"OneFam"
115000,1474,0,56,3,1632,2,1,2,"OneFam"
334000,1710,178,1,2,1710,2,2,1,"TwnhsE"
133000,1488,44,58,3,1488,2,2,1,"OneFam"
215000,2093,123,17,3,791,2,2,1,"OneFam"
226500,1688,102,20,2,1675,2,2,1,"OneFam"
175500,1422,210,27,3,1422,2,2,1,"OneFam"
181900,1260,174,25,3,1260,2,2,0,"OneFam"
235000,2064,383,30,3,2048,2,2,2,"OneFam"
220000,1782,194,29,3,1782,2,2,1,"OneFam"
272000,2872,424,13,4,1330,2,2,1,"OneFam"
161000,1211,621,32,3,1211,2,2,1,"OneFam"
175000,1126,0,31,3,1126,2,2,0,"OneFam"
185000,2044,280,20,3,738,2,2,1,"OneFam"
146900,1308,0,39,3,720,2,1,0,"OneFam"
292500,2840,168,30,4,1420,4,2,2,"OneFam"
180000,1523,160,32,3,1193,2,2,1,"OneFam"
159900,1444,120,32,2,1444,2,2,1,"OneFam"
205000,1964,660,32,4,803,2,2,1,"OneFam"
157000,1178,0,8,3,1176,2,1,1,"OneFam"
306000,2340,402,12,4,1236,3,2,1,"OneFam"
133000,1792,0,34,4,896,2,2,0,"Duplex"
151000,1054,0,39,3,1054,2,1,0,"OneFam"
111900,936,72,39,2,936,1,1,0,"OneFam"
123000,864,0,37,3,864,2,1,0,"OneFam"
111250,864,0,36,3,864,2,1,0,"OneFam"
181000,1337,0,9,2,1405,2,2,0,"TwnhsE"
103400,987,359,35,2,483,1,1,0,"Twnhs"
100000,987,158,35,2,483,1,1,0,"Twnhs"
100500,987,422,36,2,483,1,1,0,"Twnhs"
106000,987,127,38,2,483,1,1,0,"Twnhs"
85400,987,232,37,2,483,1,1,0,"Twnhs"
89500,987,604,37,2,483,1,1,0,"TwnhsE"
111750,1302,356,36,3,630,1,2,0,"Twnhs"
140000,1069,0,31,2,1069,2,2,0,"TwnhsE"
143000,1456,0,33,4,855,2,2,0,"TwnhsE"
148500,1055,0,31,2,1055,2,2,0,"Twnhs"
110000,892,65,42,3,864,1,1,0,"OneFam"
394617,1932,426,0,2,1932,3,2,1,"OneFam"
426000,2332,272,0,3,1682,3,2,1,"OneFam"
385000,2084,816,0,2,2078,3,2,1,"OneFam"
446261,2713,268,0,3,1452,3,2,1,"OneFam"
317500,1582,302,1,3,1582,3,2,0,"OneFam"
372402,1710,436,0,2,1710,3,2,1,"OneFam"
417500,2464,554,1,4,2418,3,2,1,"OneFam"
383000,1950,480,1,2,1950,3,2,1,"OneFam"
390000,2748,270,2,4,1850,3,2,1,"OneFam"
460000,2790,468,2,4,1620,4,2,1,"OneFam"
379000,2331,368,3,3,1414,3,2,1,"OneFam"
250000,2088,108,1,4,948,3,2,1,"OneFam"
316000,2332,126,4,4,1148,3,2,1,"OneFam"
615000,2470,680,5,1,2535,3,1,2,"OneFam"
412500,2668,664,4,3,1572,3,2,2,"OneFam"
284000,2046,292,4,3,998,3,2,1,"OneFam"
284000,1575,504,4,2,1603,3,2,1,"OneFam"
421250,2649,1110,6,4,1479,3,2,1,"OneFam"
370000,2690,221,5,4,1765,3,2,1,"OneFam"
336860,1866,492,0,2,1858,3,2,1,"TwnhsE"
367294,1702,766,0,1,1702,3,1,1,"TwnhsE"
192000,1367,144,3,2,1367,2,2,1,"TwnhsE"
274000,1518,472,4,1,1518,2,1,1,"TwnhsE"
266000,1684,616,3,2,1684,2,2,1,"TwnhsE"
370967,1800,714,0,2,1800,3,2,1,"TwnhsE"
234250,1342,176,1,2,1342,2,2,1,"TwnhsE"
219500,1342,196,1,2,1342,2,2,1,"TwnhsE"
155000,1626,106,4,2,764,2,2,0,"Twnhs"
154000,1626,106,4,2,764,2,2,0,"Twnhs"
207000,1358,146,4,2,1358,2,2,1,"TwnhsE"
195000,1455,143,5,2,1415,3,2,1,"TwnhsE"
219990,1576,24,4,2,1393,3,2,1,"TwnhsE"
191000,1504,14,2,2,1346,2,2,1,"TwnhsE"
159895,1266,16,1,2,1266,2,2,1,"OneFam"
187687,1246,20,0,2,1146,2,2,1,"OneFam"
179000,1515,0,4,3,789,2,2,1,"OneFam"
193000,1593,0,4,3,839,2,2,1,"OneFam"
190000,1166,182,3,2,856,2,2,0,"OneFam"
176000,1456,0,3,3,728,2,2,0,"OneFam"
188000,1720,0,5,3,840,2,2,1,"OneFam"
213000,1986,196,5,4,847,2,2,1,"OneFam"
217300,1358,176,0,2,1350,2,2,1,"TwnhsE"
186500,1792,318,8,3,936,2,2,1,"OneFam"
226750,1892,647,7,3,982,2,2,1,"OneFam"
184000,1490,0,3,3,788,2,2,1,"OneFam"
176000,1414,0,6,3,707,2,2,1,"OneFam"
225000,2322,0,8,4,1037,2,2,1,"OneFam"
185900,1651,0,9,3,831,2,2,1,"OneFam"
284500,2199,1290,11,3,1173,2,2,1,"OneFam"
315000,2630,473,10,4,1470,3,2,1,"OneFam"
250000,2198,350,8,4,1145,3,2,1,"OneFam"
291000,2172,295,8,4,1519,3,2,1,"OneFam"
350000,2006,495,10,2,1982,3,2,1,"OneFam"
279500,2125,0,11,4,1064,2,2,2,"OneFam"
290000,2501,466,13,4,1242,3,2,1,"OneFam"
350000,2113,660,13,2,2109,3,2,1,"OneFam"
341000,2418,651,14,3,1311,3,2,1,"OneFam"
287500,2197,320,14,4,1080,3,2,1,"OneFam"
271000,2127,448,14,3,1223,2,2,2,"OneFam"
301500,1987,554,14,2,1986,2,2,1,"OneFam"
235128,1580,186,0,3,1580,3,2,0,"OneFam"
214000,1933,74,1,4,894,3,2,1,"OneFam"
232000,1574,53,2,3,1574,3,2,1,"OneFam"
240000,1578,128,2,3,1578,3,2,1,"OneFam"
264132,1506,284,0,2,1498,2,2,1,"OneFam"
245000,1563,468,1,3,1563,3,2,1,"OneFam"
227680,1428,256,0,3,1417,2,2,0,"OneFam"
257000,1861,156,1,3,1341,3,3,1,"OneFam"
297900,1874,310,0,3,955,3,2,1,"OneFam"
247000,1460,0,1,3,1460,2,2,1,"OneFam"
212700,1372,0,0,3,1363,2,2,0,"OneFam"
250580,1372,0,0,3,1372,2,2,0,"OneFam"
182000,1428,0,0,3,1428,2,2,0,"OneFam"
226700,1768,0,3,3,866,2,2,0,"OneFam"
250000,1992,768,4,3,1053,2,2,1,"OneFam"
250000,1958,0,3,3,1026,3,2,1,"OneFam"
339750,2078,100,0,3,1034,3,2,1,"OneFam"
205950,1665,0,1,3,813,2,2,0,"OneFam"
256000,1660,292,1,3,1660,3,2,1,"OneFam"
230348,1218,210,0,2,1218,2,2,0,"OneFam"
207500,1728,0,5,3,864,2,2,0,"OneFam"
141000,1080,120,3,3,1080,0,1,0,"OneFam"
188000,1696,0,5,3,835,2,2,0,"OneFam"
192500,1663,95,4,3,835,2,2,0,"OneFam"
146000,1175,126,2,3,1175,0,1,0,"OneFam"
159000,1114,0,4,3,1114,2,1,0,"OneFam"
155000,1114,0,4,3,1114,2,1,0,"OneFam"
173000,1640,0,4,3,798,2,2,0,"OneFam"
170000,1162,0,1,3,1162,2,2,0,"OneFam"
182000,1609,38,13,3,754,2,2,0,"OneFam"
163000,1680,120,14,3,886,2,2,0,"OneFam"
193500,1679,258,10,3,1408,2,2,1,"OneFam"
189000,1657,145,13,3,832,2,2,0,"OneFam"
190500,1677,0,7,3,827,2,2,0,"OneFam"
175000,1737,0,16,3,836,2,2,0,"OneFam"
179200,1294,88,17,3,1278,2,2,0,"OneFam"
187000,1710,120,15,3,832,2,2,0,"OneFam"
193000,1617,0,14,2,1604,2,2,1,"TwnhsE"
153900,1199,0,15,2,1199,2,2,0,"TwnhsE"
128000,984,0,45,3,984,1,1,1,"OneFam"
144000,912,0,46,2,912,1,1,0,"OneFam"
135000,864,0,1,3,864,1,1,1,"OneFam"
115000,890,0,40,3,890,1,1,0,"TwoFmCon"
119916,864,0,45,3,864,1,1,0,"OneFam"
142000,912,0,12,3,912,1,1,0,"OneFam"
192000,1430,144,34,3,1430,2,2,2,"OneFam"
140000,1641,0,36,4,1001,2,2,1,"OneFam"
290000,2683,304,17,4,930,2,2,2,"OneFam"
372500,2786,568,14,4,1848,2,2,1,"OneFam"
196000,1391,0,4,2,1391,2,2,0,"TwnhsE"
171900,1250,0,1,2,625,2,2,0,"TwnhsE"
178000,1245,0,3,1,1235,2,2,0,"TwnhsE"
165000,1200,0,3,2,600,2,2,0,"TwnhsE"
146000,1392,0,1,2,689,2,2,0,"TwnhsE"
146000,1392,0,1,2,689,2,2,0,"TwnhsE"
179400,1501,360,9,3,744,2,2,0,"Twnhs"
172900,1549,216,9,3,744,2,2,0,"Twnhs"
300000,1638,260,8,2,1614,2,2,1,"TwnhsE"
285000,1310,179,7,1,1310,2,1,1,"TwnhsE"
290000,1419,0,7,2,1419,2,1,1,"TwnhsE"
305000,1557,260,8,2,1557,2,2,1,"TwnhsE"
328900,1709,60,8,2,1698,2,2,1,"TwnhsE"
160000,1252,212,8,2,600,2,2,0,"Twnhs"
170000,1404,216,8,3,672,2,2,0,"Twnhs"
223000,1789,513,7,3,858,2,2,1,"OneFam"
170000,1586,466,9,3,960,2,2,0,"Twnhs"
200000,1607,456,8,3,960,2,2,0,"Twnhs"
345000,2393,0,9,2,970,2,2,1,"TwnhsE"
245500,1288,0,12,1,1260,2,1,2,"TwnhsE"
217500,1239,0,13,1,1230,2,1,1,"TwnhsE"
324000,1719,0,15,1,1719,2,1,2,"TwnhsE"
162500,1232,0,24,3,1232,2,2,0,"OneFam"
150000,2944,1050,31,3,994,3,2,1,"OneFam"
290000,1671,0,1,3,1426,2,3,1,"OneFam"
205000,1812,0,6,3,952,2,2,1,"OneFam"
174000,1682,288,38,3,1304,2,2,1,"OneFam"
183000,1427,0,39,4,1427,2,2,0,"OneFam"
150000,1740,0,40,4,1740,2,1,1,"OneFam"
145000,1258,144,4,3,1258,2,2,0,"OneFam"
215000,1620,0,41,4,1620,2,2,1,"OneFam"
140500,1625,0,43,4,1625,2,2,0,"Duplex"
240000,2614,0,11,4,1522,2,2,1,"OneFam"
141000,1464,0,40,4,732,2,1,0,"OneFam"
147000,912,300,0,2,912,2,1,0,"OneFam"
135000,925,0,3,3,912,2,1,0,"OneFam"
145000,1728,0,43,6,1728,2,2,0,"Duplex"
142600,1728,108,43,6,1728,2,2,0,"Duplex"
135000,1656,564,35,4,1656,2,2,0,"Duplex"
170000,1670,0,37,4,825,2,1,0,"OneFam"
299800,2715,289,12,4,1142,2,3,2,"OneFam"
185000,1876,270,34,4,901,2,2,1,"OneFam"
173000,1632,252,8,4,800,2,1,0,"OneFam"
178400,999,210,1,3,944,2,1,0,"OneFam"
176000,1978,342,40,4,832,2,2,1,"OneFam"
98000,1014,0,52,2,0,1,1,0,"OneFam"
109008,907,0,51,3,907,1,1,0,"OneFam"
135750,952,0,52,2,952,1,1,0,"OneFam"
155000,1128,148,45,3,1120,2,2,0,"OneFam"
180500,1425,272,44,3,1425,2,2,1,"OneFam"
174900,1165,183,42,3,1127,2,1,0,"OneFam"
140000,1136,0,43,3,1136,1,1,1,"OneFam"
145000,1092,260,44,3,1092,2,1,0,"OneFam"
179900,1265,0,9,3,1219,2,2,1,"OneFam"
168500,1350,259,44,3,1248,2,1,0,"OneFam"
140000,1114,0,47,3,1114,2,1,0,"OneFam"
145500,1053,54,2,3,1053,1,1,0,"OneFam"
142000,1252,243,49,3,1252,2,1,0,"OneFam"
141000,1100,0,48,3,1100,1,1,1,"OneFam"
153000,1118,0,8,3,1118,1,1,0,"OneFam"
72500,720,0,58,2,0,1,1,0,"OneFam"
52000,729,0,5,2,270,0,1,0,"OneFam"
118000,1077,0,58,2,991,1,1,2,"TwoFmCon"
87000,906,0,58,2,348,1,1,0,"OneFam"
141500,1496,203,48,3,1296,2,2,0,"OneFam"
119000,1252,0,58,3,1032,1,1,0,"OneFam"
141500,1337,0,2,3,572,1,1,1,"OneFam"
165500,1661,0,12,3,992,1,1,1,"OneFam"
112900,1036,88,55,3,1036,1,1,0,"OneFam"
201800,1820,288,20,4,864,2,1,2,"OneFam"
163000,1362,491,47,3,1362,2,1,1,"OneFam"
139950,1144,136,47,3,1144,2,1,0,"OneFam"
174000,1537,237,3,3,1319,2,1,1,"OneFam"
165000,1431,305,46,3,1099,1,1,1,"OneFam"
227000,1988,410,9,4,1104,2,2,1,"OneFam"
135000,1098,151,53,3,1098,1,1,0,"OneFam"
124000,1144,0,45,3,1144,1,1,0,"OneFam"
140000,1283,0,28,3,931,2,1,0,"OneFam"
136500,1176,143,51,3,1176,1,1,2,"OneFam"
185000,1440,0,10,2,1248,1,2,0,"OneFam"
163000,1261,0,50,3,1261,2,1,1,"OneFam"
166800,1570,187,50,3,1395,2,1,1,"OneFam"
139000,1196,74,52,2,1196,1,1,1,"OneFam"
166000,1392,387,51,3,1392,2,1,2,"OneFam"
136000,1080,135,50,3,1080,1,1,0,"OneFam"
133000,1104,0,50,3,1104,1,1,0,"OneFam"
116000,882,52,56,2,720,1,1,0,"OneFam"
137500,1152,84,55,3,1152,2,1,0,"OneFam"
130000,950,0,55,2,984,2,1,0,"OneFam"
180000,1790,360,51,3,998,2,2,2,"OneFam"
139000,952,0,57,2,952,2,1,0,"OneFam"
110000,773,0,55,2,773,1,1,0,"OneFam"
100000,1764,0,26,4,0,1,2,1,"OneFam"
118500,1216,0,58,2,832,1,1,0,"OneFam"
146000,1824,0,51,5,1824,2,2,0,"Duplex"
89900,869,0,58,1,0,1,1,0,"OneFam"
114000,1159,0,58,3,747,1,1,0,"OneFam"
140000,1558,0,58,3,913,1,1,1,"OneFam"
86900,672,0,3,2,672,1,1,0,"OneFam"
139000,1436,0,58,3,892,4,1,1,"OneFam"
106250,1294,0,8,3,0,0,2,0,"TwoFmCon"
171000,1716,318,46,4,858,2,1,1,"OneFam"
139000,1044,0,40,3,912,2,1,1,"OneFam"
186000,1312,125,7,3,1312,2,1,1,"OneFam"
157000,1253,212,48,2,1253,1,1,1,"OneFam"
148000,1081,276,15,3,1081,1,1,0,"OneFam"
242000,2069,0,1,4,585,2,2,1,"OneFam"
116000,910,0,12,3,105,2,1,0,"OneFam"
94000,876,0,57,2,876,2,1,1,"OneFam"
98300,1048,0,58,3,0,2,1,0,"OneFam"
127000,1507,0,48,4,1075,1,2,0,"OneFam"
159000,1256,0,49,3,1256,1,1,0,"OneFam"
125900,1027,0,46,3,1027,1,1,0,"OneFam"
155000,1269,0,48,3,1269,1,1,1,"OneFam"
138000,1320,0,58,3,768,2,2,0,"OneFam"
112500,984,0,54,2,936,1,1,0,"OneFam"
105500,832,0,54,2,832,2,1,0,"OneFam"
127500,1278,0,54,4,854,1,1,0,"OneFam"
130000,1800,0,47,6,1800,0,2,0,"Duplex"
150000,1588,0,41,3,768,2,1,0,"OneFam"
109500,825,0,54,2,825,1,1,0,"OneFam"
140000,1796,415,45,4,780,2,1,1,"OneFam"
167900,1611,360,44,4,780,2,1,0,"OneFam"
136870,1117,0,45,3,1117,1,1,0,"OneFam"
143000,1133,0,0,3,192,1,1,0,"OneFam"
73000,764,0,4,2,680,2,1,0,"OneFam"
157500,1539,0,6,3,650,2,2,1,"OneFam"
122600,1323,0,3,3,780,2,1,0,"OneFam"
111000,1360,0,5,2,680,1,1,0,"OneFam"
256000,2792,0,58,5,1510,2,2,2,"OneFam"
64000,672,0,58,2,672,1,1,0,"OneFam"
139500,1456,0,3,4,728,1,1,0,"OneFam"
118000,1594,0,12,3,828,0,2,0,"TwoFmCon"
200000,2082,0,5,3,1362,2,2,0,"OneFam"
119164,1656,0,23,2,801,2,2,0,"OneFam"
122250,1740,0,58,2,936,1,1,1,"OneFam"
120000,1027,0,2,2,931,0,1,1,"OneFam"
155000,1436,0,58,3,884,2,2,2,"TwoFmCon"
78000,899,0,58,2,481,1,1,0,"OneFam"
95000,1080,0,12,3,684,0,1,0,"OneFam"
115000,789,0,58,2,789,1,1,0,"OneFam"
147000,1122,0,3,2,924,2,1,0,"OneFam"
140000,1499,0,58,3,904,3,1,1,"OneFam"
46500,407,0,58,1,407,1,1,0,"OneFam"
112500,928,0,51,3,928,1,1,0,"OneFam"
107900,901,0,8,2,901,1,1,0,"OneFam"
65000,1588,0,16,5,448,0,2,0,"OneFam"
295000,3493,0,6,3,1470,3,3,1,"OneFam"
139500,1627,0,2,4,797,2,2,0,"TwoFmCon"
153900,1416,0,58,4,876,3,1,1,"OneFam"
132000,1450,0,43,3,624,1,1,0,"OneFam"
98000,1344,0,58,4,624,3,1,0,"OneFam"
114000,1017,0,5,2,346,1,1,0,"OneFam"
130000,2350,0,48,4,973,2,2,0,"TwoFmCon"
129500,2058,0,58,3,735,2,1,1,"OneFam"
129400,1540,0,3,3,572,0,1,0,"OneFam"
161000,1378,0,3,3,689,2,2,1,"OneFam"
163000,1912,0,8,3,482,2,2,1,"TwoFmCon"
128000,1484,0,7,3,742,0,2,1,"OneFam"
122000,2358,0,21,4,684,0,2,0,"OneFam"
116900,1111,0,58,2,572,1,1,1,"OneFam"
325000,2775,0,8,3,1237,2,3,1,"OneFam"
55000,1086,0,58,2,723,2,1,0,"OneFam"
184000,2495,0,9,5,1313,2,2,1,"OneFam"
110000,984,164,49,2,984,1,1,0,"OneFam"
131500,1795,335,54,4,1050,1,2,0,"OneFam"
97000,882,0,52,2,0,1,1,0,"OneFam"
115500,1093,0,2,2,869,1,1,0,"OneFam"
138000,1143,0,25,2,1008,1,1,1,"OneFam"
108000,1668,0,58,3,672,1,1,0,"OneFam"
79500,935,0,48,2,742,1,1,0,"OneFam"
153000,1738,0,58,3,1024,1,2,1,"OneFam"
109500,784,0,58,2,784,0,1,0,"OneFam"
124000,1210,0,2,3,672,1,1,0,"OneFam"
106900,1290,0,8,3,554,1,1,0,"OneFam"
164900,1672,0,19,3,981,1,1,1,"OneFam"
119000,949,0,5,2,949,2,1,1,"OneFam"
120000,1158,0,58,3,862,1,1,1,"OneFam"
157000,1497,0,8,3,825,1,2,0,"OneFam"
105000,1342,0,58,2,739,1,2,1,"OneFam"
113000,1013,0,58,3,992,1,1,0,"OneFam"
115000,1216,0,11,3,565,1,1,1,"OneFam"
79000,896,0,58,2,0,1,1,0,"OneFam"
123000,1136,0,58,2,704,1,1,0,"OneFam"
81300,808,0,13,1,0,1,1,0,"OneFam"
162900,1573,0,16,3,1078,2,2,1,"OneFam"
150000,2009,0,58,4,989,2,2,1,"OneFam"
123500,1902,0,58,4,1100,2,2,0,"OneFam"
129900,1774,0,58,2,952,2,2,2,"OneFam"
128000,1362,0,9,3,611,2,2,0,"OneFam"
68500,520,0,58,1,520,1,1,0,"OneFam"
127000,1285,0,7,2,672,1,1,0,"OneFam"
207000,1848,0,8,4,833,2,1,1,"OneFam"
184000,1820,0,58,4,1026,1,2,0,"OneFam"
162500,1716,0,4,4,810,2,2,0,"OneFam"
145000,1505,0,26,3,883,1,1,0,"OneFam"
130000,838,0,8,2,816,1,1,0,"OneFam"
160000,1984,0,25,5,1242,1,2,0,"TwoFmCon"
161000,1666,0,12,3,588,1,1,1,"OneFam"
127500,1609,0,58,3,796,1,1,0,"OneFam"
93850,768,0,58,1,768,2,1,0,"OneFam"
136000,1536,0,56,4,768,1,1,0,"OneFam"
141000,1969,0,50,4,1272,2,2,1,"OneFam"
120000,1308,0,30,2,880,2,2,0,"OneFam"
127500,1040,0,16,2,1040,2,1,0,"OneFam"
127000,1236,0,58,3,768,1,2,1,"OneFam"
89500,1406,0,58,3,319,0,1,0,"OneFam"
125000,825,0,13,2,825,2,1,0,"OneFam"
79900,1198,0,10,4,901,0,1,0,"OneFam"
85000,759,0,17,1,451,2,1,0,"OneFam"
82375,1344,0,58,3,536,0,2,0,"TwoFmCon"
135000,1469,0,13,3,756,1,1,0,"OneFam"
124000,1054,0,15,3,1046,1,1,0,"OneFam"
134000,1211,0,40,3,952,1,1,1,"OneFam"
135000,1271,0,58,4,720,1,2,1,"OneFam"
134432,1588,0,49,4,0,2,2,1,"OneFam"
127500,1355,0,9,4,644,0,2,0,"TwoFmCon"
148000,1075,0,45,3,981,2,1,0,"OneFam"
129500,1040,0,43,3,1040,1,1,0,"OneFam"
157500,1096,39,30,3,1008,2,1,1,"OneFam"
109900,904,41,42,3,876,1,1,0,"OneFam"
145000,992,0,3,3,992,1,1,0,"OneFam"
130000,894,0,5,3,894,2,1,0,"OneFam"
153000,1034,40,30,3,450,2,1,1,"OneFam"
120000,1073,340,41,3,1073,1,1,0,"OneFam"
152000,1126,0,24,2,1060,2,1,0,"OneFam"
108959,1258,0,39,0,1198,2,0,0,"Duplex"
95541,1140,0,58,3,1300,2,1,0,"TwoFmCon"
80000,1006,0,49,3,1006,0,1,0,"OneFam"
149350,1228,0,2,3,1228,1,1,0,"OneFam"
144900,960,0,5,3,960,1,1,0,"OneFam"
185000,1188,0,52,1,988,2,1,1,"OneFam"
165000,1383,0,54,3,1383,1,1,1,"OneFam"
235000,1252,0,33,1,1602,2,1,1,"OneFam"
140000,1601,0,21,3,533,1,1,0,"OneFam"
108000,672,0,11,2,672,1,1,0,"OneFam"
145000,1721,275,48,3,988,2,2,2,"OneFam"
152400,1350,0,35,2,576,3,1,0,"OneFam"
144000,904,0,38,3,864,3,1,0,"OneFam"
173000,1291,0,11,2,1291,2,1,1,"OneFam"
192000,2022,299,31,4,1160,2,2,1,"OneFam"
245000,1524,0,29,3,1524,2,2,2,"OneFam"
241500,1363,0,3,2,1385,2,1,2,"OneFam"
256000,1663,0,14,2,1364,2,1,2,"OneFam"
177000,1357,84,2,2,1019,1,1,1,"OneFam"
125600,1079,0,58,2,570,1,1,1,"OneFam"
155000,1094,216,55,3,1094,2,1,2,"OneFam"
240000,2358,0,11,5,907,2,3,1,"OneFam"
260000,1518,0,1,2,1580,0,1,2,"OneFam"
185000,1674,0,58,4,1163,2,2,1,"OneFam"
235000,2108,0,22,4,1127,2,2,2,"OneFam"
159900,1509,0,52,3,1509,1,1,1,"OneFam"
99600,864,0,33,2,864,0,1,0,"Duplex"
134500,1269,216,7,3,621,1,1,0,"OneFam"
119000,1367,0,58,4,861,1,1,0,"OneFam"
107500,1347,0,17,3,1117,0,1,0,"TwoFmCon"
125000,1164,0,58,3,1164,1,1,0,"TwoFmCon"
79000,1096,0,58,2,572,0,1,0,"OneFam"
95000,1111,0,58,3,616,1,1,0,"OneFam"
262280,2329,99,18,4,1475,2,2,1,"OneFam"
260000,2814,190,6,4,1077,2,2,1,"OneFam"
226500,1626,251,14,3,1602,2,2,1,"OneFam"
225000,2200,0,14,4,812,2,2,1,"OneFam"
229000,2037,0,12,3,672,2,2,1,"OneFam"
177439,1356,0,1,3,628,2,2,1,"OneFam"
248500,1615,156,1,3,1615,3,2,1,"OneFam"
475000,2276,554,0,3,2271,3,2,2,"OneFam"
395039,1766,402,0,3,1751,3,2,2,"OneFam"
228000,2097,0,15,3,1080,3,2,1,"OneFam"
225000,1511,302,13,3,1401,3,2,1,"OneFam"
195000,1643,0,42,2,1182,2,2,1,"OneFam"
200000,1688,0,11,4,616,2,2,0,"OneFam"
155000,990,0,14,3,990,2,1,0,"OneFam"
144000,1099,0,2,3,1099,1,1,0,"OneFam"
145000,990,0,13,3,990,2,1,0,"OneFam"
226001,1418,150,10,3,1418,2,2,1,"OneFam"
215700,1771,128,11,3,864,2,2,0,"OneFam"
207500,1652,120,8,3,782,2,2,0,"OneFam"
193000,1790,158,9,3,873,2,2,0,"OneFam"
188000,1724,0,9,3,880,2,2,0,"OneFam"
191000,1479,125,8,3,1468,2,2,0,"OneFam"
221000,1494,99,6,3,1494,2,2,1,"OneFam"
231500,1792,172,7,3,963,2,2,1,"OneFam"
235000,1823,0,7,3,928,2,2,0,"OneFam"
223500,1786,162,6,3,920,2,2,1,"OneFam"
130250,938,0,28,3,938,1,1,0,"OneFam"
149900,985,220,31,3,985,1,2,0,"OneFam"
158000,1174,180,30,3,864,2,1,0,"OneFam"
147000,1026,0,30,3,940,2,1,0,"OneFam"
143195,1076,176,33,3,1076,2,1,1,"OneFam"
163000,1558,0,7,2,864,2,2,0,"OneFam"
110000,924,0,33,3,924,1,1,0,"OneFam"
127000,864,0,36,3,864,1,1,0,"OneFam"
124900,780,0,36,2,780,1,1,0,"OneFam"
230000,1795,281,6,3,1777,2,2,1,"OneFam"
237000,2031,0,6,3,1128,2,2,1,"OneFam"
235000,1865,0,8,3,992,3,2,1,"OneFam"
230500,2161,227,7,3,1257,2,2,1,"OneFam"
230000,1852,320,8,3,1004,3,2,2,"OneFam"
222500,2031,202,9,3,1153,2,2,1,"OneFam"
287000,2263,396,6,3,1055,2,2,1,"OneFam"
274000,1947,134,6,3,1357,3,2,1,"OneFam"
300000,1786,240,5,3,1778,3,2,1,"OneFam"
255900,2290,0,6,4,1128,2,2,1,"OneFam"
224900,1768,252,5,3,884,2,2,0,"OneFam"
240000,2327,0,5,4,1129,2,2,1,"OneFam"
183000,1640,0,5,3,798,2,2,0,"OneFam"
207000,1764,192,8,3,850,2,2,1,"OneFam"
210000,1908,0,13,4,915,2,2,1,"OneFam"
136500,848,170,5,1,848,2,1,0,"TwnhsE"
145000,848,205,4,1,848,2,1,0,"TwnhsE"
208900,1493,215,10,3,1478,2,2,1,"OneFam"
185000,1838,0,10,2,1838,3,2,0,"Duplex"
214000,1536,113,5,3,1536,2,2,0,"OneFam"
208500,1710,196,5,3,856,2,2,0,"OneFam"
186500,1445,50,4,3,1445,2,2,0,"OneFam"
210000,1436,266,4,3,1436,2,2,0,"OneFam"
185900,1582,0,4,3,770,2,2,0,"OneFam"
179900,1234,0,1,3,1234,2,2,0,"OneFam"
218836,1564,212,1,3,1564,3,2,0,"OneFam"
193000,1361,0,1,3,1351,2,2,0,"OneFam"
189000,1456,0,3,3,728,2,2,1,"OneFam"
149300,848,147,4,1,848,2,1,1,"TwnhsE"
141000,848,147,4,1,848,2,1,1,"TwnhsE"
149000,848,205,4,1,848,2,1,1,"TwnhsE"
144500,848,169,4,1,848,2,1,1,"TwnhsE"
85000,796,0,58,2,796,0,1,0,"OneFam"
145900,2200,0,5,4,1272,0,2,0,"Duplex"
123000,1092,0,42,3,1092,1,1,0,"OneFam"
147500,1256,0,43,3,1256,1,1,0,"OneFam"
165000,1033,222,32,3,456,2,1,0,"OneFam"
135000,1127,84,32,3,1127,2,1,1,"OneFam"
108000,996,0,39,3,996,0,1,1,"OneFam"
137500,1181,0,36,3,1138,2,2,0,"OneFam"
165400,1656,92,4,3,746,2,2,1,"OneFam"
147000,1117,0,31,3,1029,2,1,1,"OneFam"
160500,1398,0,7,3,684,2,1,1,"OneFam"
176000,1132,0,3,2,1132,2,1,0,"OneFam"
284700,3820,0,12,5,0,2,3,2,"OneFam"
160000,5642,796,0,3,6110,2,2,3,"OneFam"
148000,1072,80,3,2,547,2,1,0,"TwnhsE"
82000,1152,0,53,2,0,0,2,0,"Duplex"
82000,1152,0,53,2,0,0,2,0,"Duplex"
118000,1440,270,53,4,1440,0,2,0,"Duplex"
82500,1152,58,53,2,0,0,2,0,"Duplex"
91900,784,0,53,2,784,0,1,0,"TwoFmCon"
120000,1053,0,1,2,585,0,1,0,"OneFam"
96000,1137,0,15,4,0,0,1,0,"OneFam"
